ID_Usuário,Idade,País,Assinaturas,Tempo_assistido,Genero_favorito,Ultimo_Login
8141,40,USA,Padrao,674.6,Documentario,2025-02-01
8142,13,USA,Basico,238.0,Horror,2024-03-16
8143,48,Canada,Basico,605.8,Acao,2025-02-07
8144,48,Japan,Premium,165.78,Documentario,2025-02-01
8145,34,Germany,Premium,242.84,Ficcao cientifica,2024-08-25
8146,23,France,Premium,288.5,Documentario,2024-11-10
8147,76,USA,Premium,707.52,Ficcao cientifica,2024-08-04
8148,73,USA,Padrao,145.19,Acao,2025-02-06
8149,76,Canada,Basico,258.97,Documentario,2024-03-12
8150,32,Germany,Basico,467.07,Horror,2025-02-16
8151,79,Germany,Padrao,744.03,Acao,2024-11-16
8152,80,Brazil,Premium,420.3,Drama,2024-12-29
8153,29,Australia,Premium,239.38,Romance,2024-11-29
8154,35,Germany,Basico,863.49,Romance,2024-06-20
8155,43,UK,Padrao,654.04,Ficcao cientifica,2024-03-09
8156,35,Brazil,Basico,780.73,Ficcao cientifica,2024-10-17
8157,65,France,Padrao,740.62,Drama,2024-07-13
8158,39,Brazil,Padrao,638.26,Horror,2024-11-30
8159,28,UK,Premium,57.46,Romance,2024-08-01
8160,15,France,Basico,450.99,Drama,2025-02-27
8161,35,Germany,Premium,311.97,Romance,2025-02-12
8162,35,Mexico,Padrao,909.79,Comedia,2024-08-08
8163,29,Japan,Padrao,808.18,Acao,2024-10-05
8164,16,Japan,Basico,254.67,Documentario,2025-01-26
8165,19,Brazil,Premium,821.46,Romance,2024-10-26
8166,43,Germany,Premium,730.67,Acao,2024-11-02
8167,42,Australia,Basico,228.21,Horror,2024-08-14
8168,69,Mexico,Basico,154.01,Romance,2025-01-14
8169,53,France,Premium,187.11,Horror,2024-06-19
8170,19,France,Premium,336.52,Horror,2024-06-15
8171,35,USA,Padrao,564.46,Romance,2024-07-21
8172,46,France,Basico,719.56,Drama,2024-07-07
8173,77,USA,Padrao,152.1,Comedia,2024-12-02
8174,66,India,Premium,463.03,Acao,2024-12-16
8175,14,Japan,Premium,980.46,Documentario,2024-12-10
8176,67,India,Basico,797.04,Comedia,2024-06-28
8177,13,India,Basico,989.79,Comedia,2024-07-14
8178,27,Japan,Basico,629.23,Horror,2024-05-31
8179,22,Brazil,Basico,604.29,Horror,2024-06-28
8180,56,Brazil,Basico,552.22,Horror,2024-11-10
8181,54,Mexico,Basico,624.22,Romance,2024-09-01
8182,25,Brazil,Premium,734.09,Ficcao cientifica,2024-04-27
8183,68,France,Premium,331.96,Acao,2024-05-24
8184,18,Mexico,Basico,669.28,Horror,2024-06-06
8185,60,Japan,Padrao,12.16,Drama,2024-12-21
8186,72,USA,Premium,533.46,Drama,2025-01-03
8187,55,Germany,Basico,277.69,Documentario,2024-04-24
8188,26,Canada,Basico,140.99,Romance,2024-12-16
8189,63,Mexico,Basico,851.39,Comedia,2024-06-30
8190,79,Germany,Premium,803.37,Drama,2024-09-17
8191,37,Germany,Padrao,339.66,Ficcao cientifica,2024-04-15
8192,62,USA,Premium,134.14,Drama,2024-06-01
8193,27,Germany,Padrao,565.36,Comedia,2024-04-01
8194,66,France,Padrao,116.61,Horror,2024-03-18
8195,25,UK,Padrao,181.07,Drama,2025-03-03
8196,22,Brazil,Basico,152.82,Comedia,2024-09-12
8197,75,Australia,Padrao,231.06,Comedia,2024-10-09
8198,68,USA,Premium,473.01,Ficcao cientifica,2024-12-25
8199,49,Australia,Premium,578.64,Comedia,2024-11-13
8200,77,Brazil,Basico,104.82,Drama,2024-03-30
8201,13,UK,Basico,25.53,Ficcao cientifica,2024-07-15
8202,61,India,Padrao,285.83,Drama,2025-01-05
8203,80,France,Padrao,388.51,Comedia,2024-08-31
8204,62,UK,Premium,653.38,Acao,2024-06-15
8205,45,USA,Premium,443.71,Drama,2025-01-13
8206,46,USA,Premium,945.91,Documentario,2024-10-07
8207,66,Brazil,Padrao,892.76,Documentario,2024-12-31
8208,78,France,Padrao,522.73,Comedia,2024-09-16
8209,63,Canada,Padrao,291.28,Drama,2024-06-24
8210,25,Canada,Basico,334.58,Horror,2025-01-09
8211,23,India,Basico,938.76,Acao,2024-04-13
8212,52,India,Padrao,892.66,Romance,2024-08-26
8213,42,USA,Premium,323.71,Romance,2024-09-05
8214,16,Australia,Premium,280.29,Acao,2025-02-05
8215,41,Germany,Basico,51.3,Horror,2024-12-12
8216,70,Mexico,Padrao,426.19,Acao,2024-10-07
8217,75,Germany,Basico,110.22,Comedia,2024-04-24
8218,21,Canada,Basico,369.22,Romance,2024-12-28
8219,44,Brazil,Basico,670.59,Ficcao cientifica,2024-12-11
8220,19,Japan,Padrao,179.81,Comedia,2024-06-23
8221,36,Mexico,Premium,592.23,Acao,2024-11-14
8222,40,India,Premium,949.84,Romance,2025-01-28
8223,42,Canada,Padrao,449.88,Romance,2024-03-15
8224,23,Brazil,Premium,179.97,Ficcao cientifica,2024-07-13
8225,24,Canada,Padrao,998.95,Acao,2025-02-08
8226,55,UK,Basico,71.72,Romance,2024-10-20
8227,28,India,Basico,714.58,Drama,2024-11-28
8228,21,Japan,Premium,796.99,Comedia,2024-12-15
8229,72,Mexico,Basico,820.49,Horror,2025-03-06
8230,29,Mexico,Premium,660.22,Ficcao cientifica,2024-05-31
8231,54,Brazil,Padrao,209.02,Acao,2024-03-09
8232,16,USA,Basico,102.75,Ficcao cientifica,2025-02-09
8233,61,Australia,Premium,509.78,Acao,2024-10-21
8234,80,France,Basico,333.96,Acao,2024-10-01
8235,60,Canada,Padrao,737.1,Ficcao cientifica,2024-04-05
8236,14,Mexico,Padrao,594.51,Ficcao cientifica,2024-09-26
8237,34,Germany,Padrao,229.78,Horror,2024-10-08
8238,62,Germany,Premium,568.14,Documentario,2024-10-26
8239,46,UK,Basico,762.28,Documentario,2024-04-11
8240,58,UK,Basico,971.98,Acao,2025-02-25
8241,52,Brazil,Premium,861.03,Romance,2024-10-05
8242,62,Japan,Padrao,455.35,Romance,2024-07-18
8243,71,Australia,Basico,27.94,Romance,2024-07-04
8244,52,Japan,Basico,0.64,Comedia,2024-05-30
8245,80,India,Padrao,945.45,Horror,2024-04-30
8246,23,France,Padrao,269.03,Acao,2024-12-18
8247,53,Germany,Premium,774.33,Drama,2024-05-04
8248,15,Australia,Padrao,339.49,Romance,2024-12-16
8249,32,Germany,Padrao,196.55,Romance,2024-07-15
8250,77,USA,Premium,978.17,Acao,2024-10-10
8251,26,Japan,Premium,339.4,Drama,2024-05-15
8252,27,Mexico,Premium,790.82,Drama,2025-01-28
8253,73,Australia,Premium,350.97,Romance,2024-05-15
8254,31,USA,Basico,382.03,Comedia,2024-12-15
8255,66,France,Padrao,78.86,Acao,2024-04-03
8256,18,UK,Padrao,522.91,Acao,2024-09-23
8257,20,Mexico,Basico,700.95,Comedia,2025-02-26
8258,13,France,Basico,57.93,Acao,2024-12-07
8259,68,France,Padrao,348.95,Romance,2024-08-26
8260,76,Australia,Padrao,196.52,Ficcao cientifica,2025-02-22
8261,38,Japan,Basico,878.31,Romance,2024-07-20
8262,78,Australia,Premium,731.68,Comedia,2025-03-07
8263,14,Brazil,Padrao,712.26,Comedia,2024-09-01
8264,38,Mexico,Premium,866.23,Ficcao cientifica,2024-11-20
8265,59,Canada,Padrao,902.73,Comedia,2024-09-15
8266,40,Japan,Premium,82.66,Documentario,2024-07-05
8267,34,USA,Premium,226.96,Romance,2024-03-19
8268,80,India,Premium,937.99,Comedia,2025-02-19
8269,47,Australia,Padrao,433.66,Romance,2024-07-21
8270,80,Japan,Padrao,877.76,Horror,2024-11-17
8271,41,UK,Premium,56.51,Documentario,2024-08-06
8272,67,India,Basico,754.44,Horror,2024-03-26
8273,68,UK,Premium,848.07,Drama,2024-07-29
8274,40,UK,Premium,370.94,Comedia,2024-10-10
8275,23,USA,Padrao,723.45,Comedia,2024-10-17
8276,36,Germany,Premium,467.6,Horror,2024-12-10
8277,73,Japan,Premium,671.71,Documentario,2024-12-13
8278,22,Mexico,Premium,522.85,Horror,2025-02-06
8279,71,Germany,Basico,863.43,Ficcao cientifica,2024-09-26
8280,19,Mexico,Padrao,778.72,Romance,2024-08-08
8281,20,Canada,Padrao,394.19,Drama,2024-12-26
8282,37,Brazil,Basico,824.83,Acao,2024-08-31
8283,78,France,Basico,31.87,Horror,2024-04-03
8284,29,Japan,Basico,662.27,Comedia,2024-09-04
8285,19,France,Premium,434.28,Acao,2024-12-27
8286,76,USA,Premium,661.09,Documentario,2024-10-21
8287,76,Canada,Premium,858.13,Acao,2025-02-11
8288,35,Australia,Padrao,997.85,Ficcao cientifica,2024-11-13
8289,58,Mexico,Basico,879.23,Acao,2024-07-06
8290,73,Mexico,Basico,695.22,Comedia,2025-01-21
8291,31,India,Premium,103.15,Romance,2024-06-25
8292,80,Mexico,Basico,316.67,Romance,2024-09-09
8293,61,France,Padrao,347.22,Comedia,2024-11-10
8294,65,India,Padrao,205.84,Ficcao cientifica,2024-04-27
8295,60,France,Premium,369.23,Documentario,2024-08-11
8296,31,Brazil,Premium,904.32,Drama,2024-09-28
8297,30,France,Premium,726.31,Horror,2025-02-08
8298,53,Germany,Premium,403.49,Comedia,2024-11-30
8299,74,India,Padrao,54.68,Drama,2024-12-29
8300,47,Japan,Basico,182.84,Documentario,2024-05-01
8301,78,Mexico,Premium,706.48,Acao,2024-11-09
8302,40,Japan,Basico,846.71,Acao,2024-09-06
8303,71,Canada,Premium,323.67,Horror,2024-12-24
8304,68,Mexico,Basico,554.41,Comedia,2024-09-08
8305,78,UK,Basico,811.78,Romance,2025-02-25
8306,54,USA,Premium,612.97,Comedia,2024-09-16
8307,80,Australia,Padrao,905.37,Horror,2024-09-28
8308,37,India,Padrao,908.17,Comedia,2024-04-10
8309,59,France,Premium,841.52,Horror,2024-04-13
8310,62,Brazil,Padrao,719.54,Acao,2025-01-14
8311,34,Mexico,Premium,651.14,Drama,2024-12-19
8312,62,Japan,Padrao,934.53,Acao,2024-03-13
8313,56,Brazil,Basico,405.23,Comedia,2024-11-29
8314,47,USA,Padrao,917.58,Documentario,2025-02-05
8315,72,USA,Premium,724.85,Drama,2024-09-03
8316,38,India,Basico,411.68,Ficcao cientifica,2024-04-25
8317,73,Australia,Basico,698.83,Comedia,2024-12-15
8318,15,Canada,Basico,575.02,Romance,2024-03-24
8319,29,Canada,Basico,816.75,Documentario,2025-01-22
8320,45,Germany,Premium,348.02,Ficcao cientifica,2025-01-30
8321,30,Brazil,Basico,590.95,Acao,2024-08-31
8322,49,Brazil,Basico,783.31,Comedia,2024-04-26
8323,24,Canada,Premium,22.8,Horror,2024-11-21
8324,44,India,Basico,36.79,Drama,2024-12-30
8325,58,USA,Basico,402.07,Comedia,2024-08-06
8326,73,UK,Basico,381.7,Acao,2025-02-14
8327,24,Germany,Premium,913.38,Comedia,2024-06-07
8328,19,Germany,Padrao,135.09,Romance,2024-10-29
8329,48,UK,Padrao,5.72,Drama,2024-05-03
8330,50,USA,Premium,572.32,Documentario,2024-07-15
8331,46,UK,Basico,886.27,Documentario,2024-08-22
8332,59,India,Basico,769.08,Horror,2024-12-27
8333,78,Brazil,Premium,960.99,Romance,2024-06-08
8334,45,India,Premium,401.01,Comedia,2024-08-12
8335,48,Australia,Premium,374.86,Comedia,2025-01-01
8336,38,Canada,Premium,968.01,Ficcao cientifica,2025-01-31
8337,49,Australia,Premium,701.15,Drama,2024-12-08
8338,50,UK,Padrao,317.59,Acao,2024-08-30
8339,26,USA,Basico,520.23,Ficcao cientifica,2024-05-31
8340,56,Canada,Basico,579.67,Documentario,2025-02-14
8341,65,India,Padrao,273.02,Horror,2024-11-17
8342,22,Brazil,Padrao,332.44,Ficcao cientifica,2024-07-24
8343,51,France,Padrao,722.38,Romance,2024-04-04
8344,21,Mexico,Padrao,604.51,Acao,2024-05-29
8345,52,USA,Premium,674.15,Acao,2024-12-12
8346,44,Germany,Premium,190.92,Romance,2024-07-03
8347,49,UK,Padrao,798.32,Acao,2024-04-25
8348,45,Australia,Padrao,780.58,Romance,2024-08-03
8349,77,Australia,Padrao,951.85,Documentario,2024-06-19
8350,44,Australia,Basico,431.98,Romance,2024-12-17
8351,56,Germany,Padrao,59.0,Ficcao cientifica,2025-02-02
8352,33,Canada,Premium,92.43,Drama,2024-09-10
8353,60,France,Basico,969.88,Comedia,2024-06-10
8354,19,UK,Basico,53.49,Documentario,2024-05-13
8355,48,Germany,Premium,236.14,Horror,2025-01-02
8356,47,Japan,Basico,947.97,Comedia,2024-07-31
8357,29,Mexico,Padrao,662.93,Horror,2024-10-08
8358,24,France,Premium,193.15,Documentario,2024-10-30
8359,62,Japan,Basico,523.14,Documentario,2025-02-14
8360,67,Mexico,Basico,760.76,Horror,2025-01-03
8361,46,Japan,Padrao,514.6,Drama,2025-02-02
8362,15,UK,Basico,71.59,Documentario,2024-08-22
8363,39,France,Basico,877.13,Documentario,2025-02-13
8364,39,Canada,Padrao,712.31,Acao,2024-07-10
8365,16,Mexico,Basico,496.47,Drama,2025-03-01
8366,50,Brazil,Basico,497.58,Documentario,2024-04-25
8367,62,Australia,Premium,166.01,Drama,2024-04-05
8368,23,UK,Padrao,326.48,Horror,2024-04-25
8369,15,UK,Basico,86.25,Romance,2024-10-06
8370,41,Brazil,Basico,879.54,Romance,2024-10-02
8371,17,Canada,Basico,228.14,Acao,2024-06-17
8372,14,Australia,Basico,840.42,Romance,2024-12-07
8373,60,Brazil,Basico,827.71,Comedia,2024-11-27
8374,14,Canada,Padrao,402.12,Horror,2025-01-24
8375,33,Japan,Padrao,315.2,Ficcao cientifica,2025-02-19
8376,70,Japan,Padrao,230.54,Comedia,2024-10-16
8377,62,Canada,Padrao,785.98,Comedia,2024-08-11
8378,78,Canada,Basico,943.7,Drama,2025-02-04
8379,77,UK,Padrao,880.68,Drama,2025-02-14
8380,16,France,Basico,707.1,Drama,2024-12-31
8381,32,Brazil,Basico,565.16,Horror,2024-04-05
8382,33,UK,Basico,208.99,Documentario,2024-11-24
8383,29,France,Padrao,297.61,Documentario,2024-03-13
8384,52,Mexico,Basico,862.89,Horror,2024-06-13
8385,76,Australia,Padrao,435.32,Comedia,2025-02-28
8386,40,Mexico,Padrao,783.99,Comedia,2024-05-01
8387,30,Japan,Premium,743.22,Drama,2024-04-13
8388,38,Brazil,Premium,904.28,Drama,2024-10-09
8389,54,Australia,Padrao,190.82,Documentario,2025-01-12
8390,30,Brazil,Basico,333.51,Ficcao cientifica,2025-01-11
8391,79,France,Padrao,713.51,Acao,2024-05-11
8392,66,Japan,Padrao,377.98,Acao,2024-10-04
8393,18,Australia,Padrao,140.56,Acao,2024-11-02
8394,62,Mexico,Basico,517.9,Horror,2024-07-29
8395,74,India,Basico,322.54,Documentario,2024-09-06
8396,60,France,Padrao,621.77,Drama,2024-11-30
8397,55,Germany,Padrao,810.12,Comedia,2024-10-26
8398,45,Germany,Premium,21.36,Drama,2025-02-22
8399,60,Japan,Basico,142.74,Drama,2025-01-01
8400,69,Germany,Padrao,949.42,Comedia,2024-09-15
8401,39,Mexico,Premium,420.7,Ficcao cientifica,2024-07-18
8402,23,Mexico,Basico,160.82,Drama,2024-05-13
8403,43,Brazil,Basico,817.96,Drama,2024-08-10
8404,36,Germany,Padrao,365.09,Drama,2024-07-12
8405,36,Canada,Basico,163.76,Acao,2024-08-28
8406,36,Japan,Basico,99.97,Horror,2025-01-08
8407,20,Mexico,Premium,695.64,Acao,2025-02-25
8408,75,Brazil,Basico,534.25,Romance,2024-04-24
8409,69,India,Basico,62.17,Romance,2024-05-16
8410,52,Brazil,Basico,747.99,Drama,2024-04-05
8411,28,Mexico,Basico,509.55,Ficcao cientifica,2024-12-04
8412,58,Mexico,Padrao,186.53,Horror,2024-12-27
8413,26,UK,Basico,186.63,Drama,2024-03-23
8414,77,France,Basico,634.31,Comedia,2024-09-23
8415,34,Germany,Basico,117.28,Documentario,2024-10-18
8416,50,Japan,Basico,321.6,Ficcao cientifica,2024-08-30
8417,66,USA,Basico,993.7,Acao,2024-09-19
8418,67,Canada,Basico,480.92,Documentario,2024-03-15
8419,27,France,Premium,636.17,Comedia,2024-05-23
8420,64,Germany,Padrao,35.21,Drama,2024-08-25
8421,41,France,Basico,418.32,Ficcao cientifica,2025-02-22
8422,55,Canada,Padrao,15.77,Horror,2025-02-01
8423,45,Germany,Premium,238.17,Romance,2024-12-01
8424,55,Australia,Padrao,79.07,Acao,2024-05-30
8425,16,USA,Premium,463.5,Drama,2025-02-05
8426,24,Canada,Basico,792.96,Drama,2024-06-21
8427,32,Australia,Premium,516.75,Drama,2025-02-20
8428,27,India,Padrao,122.66,Romance,2025-02-28
8429,31,Canada,Padrao,247.3,Comedia,2024-04-26
8430,49,France,Basico,360.13,Documentario,2024-05-13
8431,59,Brazil,Premium,617.11,Drama,2024-12-21
8432,25,UK,Premium,884.5,Acao,2024-05-09
8433,35,India,Padrao,234.25,Romance,2024-06-12
8434,79,Japan,Padrao,344.81,Comedia,2024-09-25
8435,43,France,Basico,666.17,Documentario,2024-12-03
8436,21,Germany,Basico,518.85,Ficcao cientifica,2024-04-09
8437,72,France,Padrao,87.62,Acao,2024-12-16
8438,39,Germany,Padrao,66.08,Comedia,2024-12-04
8439,25,Japan,Padrao,143.46,Horror,2024-11-02
8440,55,Japan,Premium,757.15,Documentario,2025-01-25
8441,38,India,Padrao,199.28,Romance,2024-07-26
8442,29,UK,Premium,83.62,Documentario,2024-06-03
8443,17,UK,Premium,304.98,Romance,2025-01-20
8444,41,India,Padrao,475.34,Documentario,2024-10-15
8445,24,India,Premium,840.36,Drama,2024-12-24
8446,16,Brazil,Basico,510.95,Drama,2025-02-23
8447,46,Brazil,Basico,624.83,Acao,2024-08-31
8448,70,Japan,Premium,803.72,Comedia,2024-08-05
8449,43,Mexico,Basico,221.88,Drama,2024-08-02
8450,71,Australia,Basico,758.03,Acao,2024-05-22
8451,49,USA,Padrao,445.96,Documentario,2024-05-07
8452,63,India,Premium,838.36,Drama,2024-08-12
8453,13,India,Premium,208.44,Comedia,2024-03-10
8454,57,Canada,Basico,843.36,Drama,2024-11-24
8455,46,India,Basico,683.48,Documentario,2024-06-17
8456,62,Canada,Premium,536.43,Horror,2024-08-27
8457,17,Germany,Padrao,36.89,Ficcao cientifica,2024-06-05
8458,50,India,Basico,45.01,Drama,2024-12-31
8459,41,Brazil,Basico,461.63,Acao,2024-11-25
8460,66,Australia,Basico,678.82,Ficcao cientifica,2024-12-10
8461,23,USA,Basico,721.21,Horror,2024-12-24
8462,55,Brazil,Premium,956.22,Comedia,2024-12-13
8463,17,UK,Padrao,328.58,Horror,2024-10-05
8464,52,Japan,Padrao,145.66,Ficcao cientifica,2025-02-19
8465,20,Mexico,Padrao,479.06,Romance,2024-10-23
8466,79,Mexico,Padrao,759.2,Ficcao cientifica,2024-11-24
8467,78,Mexico,Basico,156.38,Ficcao cientifica,2024-04-29
8468,63,Mexico,Basico,506.98,Romance,2025-01-21
8469,18,Australia,Basico,652.9,Romance,2024-08-26
8470,14,Mexico,Premium,647.37,Acao,2024-04-12
8471,66,France,Basico,160.58,Drama,2025-01-28
8472,79,Canada,Padrao,384.31,Drama,2024-12-01
8473,39,USA,Padrao,345.64,Documentario,2025-01-06
8474,56,USA,Basico,283.36,Ficcao cientifica,2024-11-30
8475,65,Brazil,Padrao,708.47,Horror,2024-10-19
8476,48,India,Basico,646.97,Comedia,2024-05-20
8477,26,India,Padrao,376.1,Romance,2024-10-31
8478,24,India,Basico,928.84,Horror,2024-09-03
8479,16,Germany,Basico,206.17,Ficcao cientifica,2024-09-21
8480,78,UK,Premium,781.32,Comedia,2024-07-21
8481,62,Brazil,Premium,779.98,Documentario,2024-06-13
8482,76,UK,Basico,591.72,Horror,2024-08-22
8483,75,France,Padrao,348.43,Horror,2024-08-24
8484,58,Japan,Basico,544.12,Drama,2025-01-29
8485,15,Germany,Premium,115.8,Acao,2025-02-11
8486,67,Canada,Premium,536.89,Drama,2024-04-08
8487,23,Australia,Padrao,235.13,Horror,2024-09-29
8488,45,Mexico,Premium,911.5,Comedia,2025-02-02
8489,71,UK,Padrao,405.66,Acao,2024-06-24
8490,40,Brazil,Basico,461.49,Drama,2025-02-09
8491,55,Canada,Basico,569.74,Documentario,2024-11-16
8492,76,India,Basico,846.23,Romance,2024-06-28
8493,55,Mexico,Premium,548.15,Acao,2024-11-28
8494,45,Canada,Basico,353.69,Acao,2024-05-09
8495,63,India,Basico,826.91,Horror,2024-09-03
8496,42,Australia,Basico,32.55,Horror,2024-08-08
8497,79,Canada,Basico,892.22,Horror,2024-07-26
8498,76,France,Basico,190.96,Acao,2025-02-23
8499,44,UK,Premium,378.62,Documentario,2024-06-17
8500,43,Canada,Basico,2.9,Romance,2024-08-28
8501,34,India,Basico,894.15,Romance,2024-08-23
8502,55,Mexico,Premium,229.82,Comedia,2025-01-02
8503,60,Brazil,Padrao,664.06,Documentario,2024-03-27
8504,34,Japan,Padrao,355.35,Ficcao cientifica,2024-09-21
8505,21,Japan,Padrao,952.12,Romance,2025-02-15
8506,78,Japan,Premium,340.2,Documentario,2024-05-13
8507,15,Canada,Basico,145.4,Ficcao cientifica,2024-05-17
8508,33,USA,Padrao,586.98,Acao,2024-08-29
8509,21,Japan,Basico,939.8,Horror,2024-09-17
8510,46,Japan,Premium,158.37,Romance,2024-10-06
8511,51,Australia,Basico,771.39,Horror,2024-08-29
8512,38,USA,Basico,127.33,Acao,2024-06-07
8513,25,France,Basico,688.96,Acao,2024-07-19
8514,19,USA,Premium,559.58,Comedia,2024-03-20
8515,48,USA,Padrao,762.24,Documentario,2024-12-18
8516,17,Australia,Padrao,350.17,Horror,2024-03-13
8517,28,Germany,Premium,571.78,Acao,2024-07-17
8518,45,France,Premium,168.84,Horror,2025-01-01
8519,20,India,Premium,990.81,Horror,2024-10-02
8520,43,Brazil,Basico,852.95,Drama,2024-07-20
8521,60,India,Basico,559.86,Drama,2024-03-13
8522,15,Germany,Premium,368.58,Acao,2024-09-13
8523,15,Canada,Basico,353.35,Acao,2024-11-13
8524,47,USA,Premium,126.27,Romance,2024-12-16
8525,43,Germany,Basico,471.7,Documentario,2024-03-29
8526,17,UK,Basico,408.91,Horror,2024-03-08
8527,24,Japan,Padrao,853.44,Acao,2024-07-23
8528,73,Canada,Premium,821.41,Documentario,2024-10-27
8529,15,Mexico,Basico,408.71,Drama,2024-12-18
8530,41,Canada,Premium,30.92,Comedia,2025-03-08
8531,24,UK,Premium,321.06,Documentario,2024-12-04
8532,25,Brazil,Basico,699.05,Ficcao cientifica,2025-02-11
8533,53,India,Premium,430.37,Acao,2025-02-04
8534,63,Japan,Premium,394.26,Acao,2024-07-15
8535,35,Brazil,Premium,378.98,Documentario,2024-09-08
8536,41,France,Premium,330.44,Documentario,2024-03-17
8537,65,Canada,Padrao,711.59,Comedia,2024-11-22
8538,33,Canada,Padrao,545.99,Acao,2025-02-11
8539,51,Australia,Padrao,670.54,Horror,2024-11-03
8540,24,India,Padrao,265.64,Horror,2024-07-02
8541,24,Germany,Basico,156.68,Horror,2024-12-24
8542,64,Germany,Premium,986.48,Romance,2025-02-21
8543,25,Brazil,Premium,801.22,Acao,2024-10-23
8544,34,Japan,Premium,151.64,Horror,2024-08-31
8545,77,Australia,Padrao,939.74,Acao,2024-04-13
8546,55,Canada,Premium,737.51,Drama,2025-01-01
8547,25,Mexico,Padrao,270.95,Romance,2024-10-22
8548,40,France,Basico,361.04,Acao,2024-11-04
8549,19,Japan,Premium,353.88,Acao,2024-07-24
8550,62,Australia,Premium,940.2,Documentario,2025-01-10
8551,73,Brazil,Padrao,459.85,Drama,2024-11-06
8552,21,Mexico,Premium,710.89,Ficcao cientifica,2025-01-08
8553,21,Mexico,Premium,691.38,Romance,2024-05-24
8554,34,India,Premium,959.9,Acao,2024-07-26
8555,36,Germany,Basico,249.19,Documentario,2025-01-02
8556,24,France,Basico,858.26,Drama,2024-03-14
8557,15,Brazil,Padrao,5.02,Acao,2025-02-23
8558,19,India,Padrao,208.16,Horror,2025-02-06
8559,24,Mexico,Basico,458.37,Ficcao cientifica,2025-03-04
8560,15,Germany,Padrao,969.34,Comedia,2024-09-03
8561,58,UK,Basico,42.24,Ficcao cientifica,2025-02-28
8562,45,Germany,Premium,677.29,Ficcao cientifica,2024-08-14
8563,72,Mexico,Premium,296.43,Horror,2024-04-04
8564,36,India,Basico,911.01,Horror,2024-09-01
8565,74,USA,Padrao,437.95,Acao,2024-06-02
8566,48,USA,Basico,81.5,Drama,2024-04-15
8567,52,Germany,Basico,388.74,Romance,2024-03-20
8568,77,Brazil,Premium,145.03,Horror,2024-03-24
8569,51,Australia,Basico,264.15,Comedia,2024-10-08
8570,40,Canada,Premium,739.14,Comedia,2024-03-30
8571,22,Australia,Padrao,856.17,Acao,2025-02-16
8572,76,Germany,Padrao,31.72,Romance,2025-02-09
8573,18,UK,Premium,109.9,Ficcao cientifica,2024-12-20
8574,17,Germany,Basico,2.75,Comedia,2024-04-04
8575,51,Canada,Premium,346.3,Romance,2025-01-25
8576,24,Canada,Basico,924.02,Drama,2024-11-15
8577,64,Japan,Basico,820.45,Drama,2024-09-08
8578,35,Japan,Padrao,289.54,Acao,2024-06-22
8579,37,Australia,Basico,532.61,Documentario,2024-09-30
8580,47,France,Premium,640.78,Documentario,2024-03-31
8581,50,Brazil,Basico,906.18,Documentario,2024-04-08
8582,64,India,Premium,798.02,Horror,2025-02-28
8583,52,Australia,Premium,65.75,Ficcao cientifica,2024-07-30
8584,25,France,Premium,327.96,Drama,2024-04-20
8585,63,Mexico,Basico,366.82,Comedia,2025-01-06
8586,54,UK,Padrao,102.15,Drama,2025-03-04
8587,58,Mexico,Basico,216.86,Romance,2024-11-11
8588,79,USA,Padrao,157.55,Horror,2024-04-25
8589,18,Japan,Basico,94.89,Acao,2024-12-16
8590,37,Mexico,Basico,224.56,Romance,2024-05-07
8591,30,UK,Padrao,610.04,Horror,2024-06-24
8592,20,France,Basico,186.8,Romance,2025-02-13
8593,40,Germany,Padrao,919.43,Documentario,2024-04-16
8594,36,Australia,Premium,674.06,Horror,2024-07-19
8595,55,USA,Basico,202.47,Documentario,2024-06-03
8596,27,Australia,Basico,654.52,Documentario,2024-05-18
8597,49,Australia,Padrao,62.03,Romance,2024-06-28
8598,76,UK,Premium,595.57,Drama,2024-09-05
8599,63,Australia,Premium,699.41,Horror,2024-10-05
8600,22,Canada,Basico,286.03,Ficcao cientifica,2024-09-05
8601,49,Germany,Padrao,173.02,Acao,2024-03-15
8602,14,Australia,Padrao,422.26,Acao,2024-12-10
8603,42,India,Premium,254.0,Ficcao cientifica,2024-12-17
8604,45,UK,Basico,50.28,Acao,2024-09-26
8605,24,Mexico,Basico,809.82,Romance,2024-05-17
8606,38,India,Padrao,634.65,Documentario,2025-02-23
8607,70,India,Premium,67.0,Documentario,2025-02-12
8608,23,France,Basico,536.39,Ficcao cientifica,2024-04-09
8609,18,Mexico,Padrao,435.89,Horror,2024-03-26
8610,44,Mexico,Padrao,868.7,Drama,2024-08-23
8611,54,Japan,Premium,747.2,Ficcao cientifica,2024-07-08
8612,57,Japan,Padrao,754.52,Drama,2025-01-22
8613,68,Canada,Padrao,729.46,Acao,2024-05-02
8614,55,Canada,Padrao,426.03,Comedia,2024-06-07
8615,79,France,Padrao,55.5,Acao,2024-10-08
8616,14,France,Padrao,413.96,Documentario,2025-02-18
8617,31,Germany,Basico,44.63,Documentario,2025-02-18
8618,78,India,Premium,235.4,Comedia,2024-06-26
8619,49,Canada,Basico,340.41,Drama,2025-02-18
8620,70,Germany,Padrao,2.37,Horror,2024-08-18
8621,66,France,Basico,607.31,Comedia,2024-05-25
8622,42,USA,Basico,894.51,Acao,2024-05-30
8623,18,Japan,Premium,566.93,Horror,2024-03-30
